encoder_a,encoder_b,metric,value
dinov2_small,siglip_base_text,mutual_knn,0.11679688096046448
dinov2_small,siglip_base_text,debiased_cka,0.18733354113090972
dinov2_small,siglip_base_text,null_knn_z,113.41944390438431
dinov2_small,siglip_base_text,unbiased_cka,0.18733395636081696
dinov2_small,siglip_base_vision,mutual_knn,0.38593748211860657
dinov2_small,siglip_base_vision,debiased_cka,0.6045871049771453
dinov2_small,siglip_base_vision,null_knn_z,312.0739653974154
dinov2_small,siglip_base_vision,unbiased_cka,0.6045841574668884
mpnet,siglip_base_text,mutual_knn,0.23984375596046448
mpnet,siglip_base_text,debiased_cka,0.3713457012842577
mpnet,siglip_base_text,null_knn_z,230.8250752256645
mpnet,siglip_base_text,unbiased_cka,0.3713438808917999
mpnet,siglip_base_vision,mutual_knn,0.14599609375
mpnet,siglip_base_vision,debiased_cka,0.4292010271647066
mpnet,siglip_base_vision,null_knn_z,114.97728992709467
mpnet,siglip_base_vision,unbiased_cka,0.4291974902153015
siglip_base_text,siglip_base_vision,mutual_knn,0.14951172471046448
siglip_base_text,siglip_base_vision,debiased_cka,0.2832987352642815
siglip_base_text,siglip_base_vision,null_knn_z,135.35635961333332
siglip_base_text,siglip_base_vision,unbiased_cka,0.2832973599433899
